Date,Close
2/12/2016,43.21
2/16/2016,43.76
2/17/2016,44.38
2/18/2016,44.52
2/19/2016,44.99
2/22/2016,42.79
2/23/2016,42.9
2/24/2016,43.1
2/25/2016,43.56
2/26/2016,43.26
2/29/2016,44.13
3/1/2016,44.57
3/2/2016,45.03
3/3/2016,45
3/4/2016,45.02
3/7/2016,45.09
3/8/2016,44.87
3/9/2016,45.04
3/10/2016,45.1
3/11/2016,45.84
3/14/2016,45.8
3/15/2016,45.87
3/16/2016,46.04
3/17/2016,46.11
3/18/2016,46.63
3/21/2016,46.35
3/22/2016,46.34
3/23/2016,46.35
3/24/2016,46.24
3/28/2016,46.24
3/29/2016,46.46
3/30/2016,46.63
3/31/2016,46.73
4/1/2016,47.08
4/4/2016,46.99
4/5/2016,46.7
4/6/2016,46.98
4/7/2016,46.76
4/8/2016,46.94
4/11/2016,46.71
4/12/2016,46.95
4/13/2016,47.1
4/14/2016,46.61
4/15/2016,46.82
4/18/2016,46.88
4/19/2016,46.98
4/20/2016,46.75
4/21/2016,45.58
4/22/2016,45.77
4/25/2016,46.3
4/26/2016,46.3
4/27/2016,46.41
4/28/2016,46.26
4/29/2016,46.07
5/2/2016,48.61
5/3/2016,48.51
5/4/2016,48.52
5/5/2016,48.87
5/6/2016,49.37
5/9/2016,49.72
5/10/2016,50.17
5/11/2016,50.22
5/12/2016,50.18
5/13/2016,50.15
5/16/2016,50.21
5/17/2016,49.3
5/18/2016,48.7
5/19/2016,49.07
5/20/2016,48.55
5/23/2016,48.39
5/24/2016,48.71
5/25/2016,48.59
5/26/2016,48.84
5/27/2016,48.66
5/31/2016,48.11
6/1/2016,48.81
6/2/2016,48.76
6/3/2016,48.9
6/6/2016,48.78
6/7/2016,48.68
6/8/2016,48.68
6/9/2016,49
6/10/2016,48.78
6/13/2016,48.43
6/14/2016,48.47
6/15/2016,48.66
6/16/2016,49.76
6/17/2016,49.8
6/20/2016,49.95
6/21/2016,50.07
6/22/2016,49.97
6/23/2016,50.29
6/24/2016,49.92
6/27/2016,49.71
6/28/2016,49.51
6/29/2016,50.22
6/30/2016,50.74
7/1/2016,50.73
7/5/2016,51.2
7/6/2016,51.27
7/7/2016,51.19
7/8/2016,51.59
7/11/2016,51.64
7/12/2016,51.08
7/13/2016,52.03
7/14/2016,51.97
7/15/2016,52.02
7/18/2016,51.96
7/19/2016,52.15
7/20/2016,51.81
7/21/2016,51.74
7/22/2016,52.09
7/25/2016,52.13
7/26/2016,51.96
7/27/2016,51.58
7/28/2016,51.83
7/29/2016,51.79
8/1/2016,51.92
8/2/2016,51.94
8/3/2016,51.33
8/4/2016,51.5
8/5/2016,51.25
8/8/2016,51.21
8/9/2016,51.82
8/10/2016,51.82
8/11/2016,51.76
8/12/2016,52.21
8/15/2016,52.18
8/16/2016,52.09
8/17/2016,52.24
8/18/2016,52.46
8/19/2016,52.48
8/22/2016,52.92
8/23/2016,52.77
8/24/2016,52.42
8/25/2016,52.46
8/26/2016,52.12
8/29/2016,52.42
8/30/2016,51.93
8/31/2016,51.86
9/1/2016,52.06
9/2/2016,53.24
9/6/2016,53.46
9/7/2016,53.09
9/8/2016,52.61
9/9/2016,49.8
9/12/2016,50.36
9/13/2016,49.53
9/14/2016,49.62
9/15/2016,49.58
9/16/2016,49.38
9/19/2016,49.25
9/20/2016,49.11
9/21/2016,49.69
9/22/2016,50.02
9/23/2016,49.55
9/26/2016,48.88
9/27/2016,49.24
9/28/2016,49.44
9/29/2016,49.03
9/30/2016,49.01
10/3/2016,48.92
10/4/2016,48.11
10/5/2016,47.77
10/6/2016,48.28
10/7/2016,48.07
10/10/2016,48.21
10/11/2016,48.01
10/12/2016,48.61
10/13/2016,48.86
10/14/2016,48.32
10/17/2016,48.26
10/18/2016,48.27
10/19/2016,47.93
10/20/2016,47.59
10/21/2016,47.49
10/24/2016,47.74
10/25/2016,47.44
10/26/2016,47.26
10/27/2016,47.45
10/28/2016,47.99
10/31/2016,48.12
11/1/2016,48.08
11/2/2016,47.77
11/3/2016,47.85
11/4/2016,48.04
11/7/2016,52.76
11/8/2016,54.19
11/9/2016,54.16
11/10/2016,53.22
11/11/2016,53.13
11/14/2016,53.49
11/15/2016,53.5
11/16/2016,53.13
11/17/2016,53.36
11/18/2016,53.14
11/21/2016,53.73
11/22/2016,54.1
11/23/2016,53.56
11/25/2016,53.93
11/28/2016,53.71
11/29/2016,53.89
11/30/2016,53.25
12/1/2016,53.1
12/2/2016,53.59
12/5/2016,53.48
12/6/2016,53.95
12/7/2016,54.53
12/8/2016,54.33
12/9/2016,55.15
12/12/2016,55.02
12/13/2016,55.62
12/14/2016,55.51
12/15/2016,55.95
12/16/2016,56.36
12/19/2016,56.61
12/20/2016,56.47
12/21/2016,56.26
12/22/2016,56.25
12/23/2016,56.23
12/27/2016,56.17
12/28/2016,55.73
12/29/2016,55.92
12/30/2016,55.37
1/3/2017,55
1/4/2017,55.17
1/5/2017,54.99
1/6/2017,55.38
1/9/2017,55.68
1/10/2017,55.33
1/11/2017,55.29
1/12/2017,54.9
1/13/2017,54.97
1/17/2017,54.88
1/18/2017,55.25
1/19/2017,53.62
1/20/2017,53.81
1/23/2017,53.52
1/24/2017,53.52
1/25/2017,53.05
1/26/2017,53.03
1/27/2017,52.7
1/30/2017,52.74
1/31/2017,52.46
2/1/2017,52.05
2/2/2017,52.38
2/3/2017,52.54
2/6/2017,51.2
2/7/2017,52.23
2/8/2017,51.83
2/9/2017,52.25
2/10/2017,52.62
2/13/2017,52.81
2/14/2017,52.73
2/15/2017,52.75
2/16/2017,52.63
2/17/2017,52.35
2/21/2017,52.81
2/22/2017,52.75
2/23/2017,52.89
2/24/2017,53.2
2/27/2017,52.85
2/28/2017,52.72
3/1/2017,53.15
3/2/2017,52.78
3/3/2017,52.19
3/6/2017,52.16
3/7/2017,52.3
3/8/2017,52.33
3/9/2017,52.42
3/10/2017,52.16
3/13/2017,51.88
3/14/2017,51.87
3/15/2017,52.58
3/16/2017,52.31
3/17/2017,52.74
3/20/2017,52.12
3/21/2017,51.8
3/22/2017,52.53
3/23/2017,52.65
3/24/2017,52.81
3/27/2017,52.04
3/28/2017,52.2
3/29/2017,51.81
3/30/2017,52.02
3/31/2017,51.92
4/3/2017,51.69
4/4/2017,51.61
4/5/2017,51.56
4/6/2017,51.64
4/7/2017,51.79
4/10/2017,52.03
4/11/2017,52.08
4/12/2017,52.21
4/13/2017,51.9
4/17/2017,52.12
4/18/2017,52.4
4/19/2017,52.11
4/20/2017,52.45
4/21/2017,52.2
4/24/2017,52.86
4/25/2017,53.13
4/26/2017,53.21
4/27/2017,53.43
4/28/2017,52.87
5/1/2017,52.85
5/2/2017,52.87
5/3/2017,52.91
5/4/2017,54.6
5/5/2017,55.31
5/8/2017,54.9
5/9/2017,54.91
5/10/2017,54.54
5/11/2017,55.01
5/12/2017,53.95
5/15/2017,54.04
5/16/2017,54.19
5/17/2017,54.4
5/18/2017,54.43
5/19/2017,54.58
5/22/2017,54.95
5/23/2017,54.23
5/24/2017,54.22
5/25/2017,54.28
5/26/2017,54.43
5/30/2017,54.2
5/31/2017,54.56
6/1/2017,55.4
6/2/2017,55.73
6/5/2017,55.47
6/6/2017,55.1
6/7/2017,54.75
6/8/2017,54.99
6/9/2017,55.19
6/12/2017,55.32
6/13/2017,55.38
6/14/2017,55.42
6/15/2017,55.53
6/16/2017,54.38
6/19/2017,54.5
6/20/2017,53.86
6/21/2017,53.35
6/22/2017,52.78
6/23/2017,49.92
6/26/2017,49.95
6/27/2017,49.27
6/28/2017,49.87
6/29/2017,49.86
6/30/2017,50.33
7/3/2017,50.54
7/5/2017,49.38
7/6/2017,49.11
7/7/2017,49.45
7/10/2017,49.37
7/11/2017,49.24
7/12/2017,50.2
7/13/2017,50.39
7/14/2017,50.57
7/17/2017,50.72
7/18/2017,50.39
7/19/2017,51
7/20/2017,50.82
7/21/2017,51.08
7/24/2017,51.55
7/25/2017,51.97
7/26/2017,52.11
7/27/2017,52.56
7/28/2017,52.25
7/31/2017,52.62
8/1/2017,52.58
8/2/2017,52.68
8/3/2017,52.1
8/4/2017,52.33
8/7/2017,52.48
8/8/2017,52.08
8/9/2017,51.32
8/10/2017,50.87
8/11/2017,51.58
8/14/2017,51.09
8/15/2017,51.59
8/16/2017,51.19
8/17/2017,51.19
8/18/2017,51.17
8/21/2017,51.17
8/22/2017,51.61
8/23/2017,51.66
8/24/2017,51.22
8/25/2017,52.32
8/28/2017,52.14
8/29/2017,52.29
8/30/2017,52.71
8/31/2017,52.67
9/1/2017,52.97
9/5/2017,53.02
9/6/2017,52.91
9/7/2017,53.11
9/8/2017,52.92
9/11/2017,53.29
9/12/2017,52.85
9/13/2017,53.49
9/14/2017,52.68
9/15/2017,53.66
9/18/2017,53.93
9/19/2017,53.92
9/20/2017,54.39
9/21/2017,53.87
9/22/2017,53.37
9/25/2017,54.09
9/26/2017,54.11
9/27/2017,54.13
9/28/2017,54.05
9/29/2017,53.95
10/2/2017,53.98
10/3/2017,53.74
10/4/2017,54.24
10/5/2017,54.29
10/6/2017,54.23
10/9/2017,53.97
10/10/2017,53.93
10/11/2017,53.78
10/12/2017,54.28
10/13/2017,54.45
10/16/2017,54.75
10/17/2017,54.83
10/18/2017,54.87
10/19/2017,54.74
10/20/2017,54.89
10/23/2017,54.95
10/24/2017,54.74
10/25/2017,54.55
10/26/2017,54.86
10/27/2017,54.8
10/30/2017,54.69
10/31/2017,55.62
11/1/2017,55.56
11/2/2017,55.84
11/3/2017,56.66
11/6/2017,54.17
11/7/2017,52.59
11/8/2017,53.98
11/9/2017,54.02
11/10/2017,54.19
11/13/2017,54.02
11/14/2017,54.93
11/15/2017,54.1
11/16/2017,54.48
11/17/2017,54.89
11/20/2017,54.97
11/21/2017,54.65
11/22/2017,54.9
11/24/2017,54.92
11/27/2017,55.16
11/28/2017,56.33
11/29/2017,57.7
11/30/2017,57.73
12/1/2017,57.78
12/4/2017,59.53
12/5/2017,59.28
12/6/2017,59.52
12/7/2017,60.91
12/8/2017,62.64
12/11/2017,61.98
12/12/2017,61.84
12/13/2017,61.62
12/14/2017,60.9
12/15/2017,60.95
12/18/2017,61.34
12/19/2017,61.02
12/20/2017,60.78
12/21/2017,60.59
12/22/2017,60.72
12/26/2017,60.76
12/27/2017,60.86
12/28/2017,61.06
12/29/2017,60.73
1/2/2018,60.5
1/3/2018,60.63
1/4/2018,60.84
1/5/2018,61.45
1/8/2018,61.58
1/9/2018,61.38
1/10/2018,61.35
1/11/2018,61.22
1/12/2018,61.38
1/16/2018,61.72
1/17/2018,62.2
1/18/2018,62.22
1/19/2018,63.21
1/22/2018,63.59
1/23/2018,63.34
1/24/2018,63.73
1/25/2018,63.99
1/26/2018,64.12
1/29/2018,63.39
1/30/2018,63.3
1/31/2018,62.87
2/1/2018,61.99
2/2/2018,61.18
2/5/2018,57.48
2/6/2018,59.64
2/7/2018,58.43
2/8/2018,57
2/9/2018,58.33
2/12/2018,58.13
2/13/2018,58.42
2/14/2018,58.35
2/15/2018,59.37
2/16/2018,60
2/20/2018,58.88
2/21/2018,58.55
2/22/2018,58.86
2/23/2018,59.68
2/26/2018,60.28
2/27/2018,59.85
2/28/2018,59.65
3/1/2018,59.46
3/2/2018,59.66
3/5/2018,60.04
3/6/2018,60.87
3/7/2018,60.13
3/8/2018,60.48
3/9/2018,61.28
3/12/2018,60.52
3/13/2018,60.7
3/14/2018,59.88
3/15/2018,59.38
3/16/2018,60.12
3/19/2018,60.18
3/20/2018,60.43
3/21/2018,60.3
3/22/2018,59.77
3/23/2018,59.32
3/26/2018,59.96
3/27/2018,59.36
3/28/2018,59.37
3/29/2018,59.96
4/2/2018,58.36
4/3/2018,59.44
4/4/2018,61.21
4/5/2018,60.31
4/6/2018,59.72
4/9/2018,59.85
4/10/2018,60.62
4/11/2018,60.52
4/12/2018,60.51
4/13/2018,60.42
4/16/2018,61.26
4/17/2018,62.5
4/18/2018,61.85
4/19/2018,61.58
4/20/2018,61.15
4/23/2018,61.34
4/24/2018,61.93
4/25/2018,62.45
4/26/2018,62.95
4/27/2018,63.38
4/30/2018,62.54
5/1/2018,63.09
5/2/2018,62.81
5/3/2018,62.18
5/4/2018,62.29
5/7/2018,63.48
5/8/2018,62.74
5/9/2018,63.5
5/10/2018,62.74
5/11/2018,62.82
5/14/2018,62.9
5/15/2018,62.95
5/16/2018,63.35
5/17/2018,63.86
5/18/2018,63.54
5/21/2018,63.64
5/22/2018,63.69
5/23/2018,64.1
5/24/2018,64.59
5/25/2018,65.02
5/29/2018,65.15
5/30/2018,66.05
5/31/2018,65.03
6/1/2018,65.41
6/4/2018,65.74
6/5/2018,65.83
6/6/2018,65.78
6/7/2018,65.76
6/8/2018,66.15
6/11/2018,66.41
6/12/2018,66.22
6/13/2018,65.89
6/14/2018,66.48
6/15/2018,66.89
6/18/2018,66.75
6/19/2018,66.9
6/20/2018,67.42
6/21/2018,68.08
6/22/2018,67.79
6/25/2018,68.23
6/26/2018,68.21
6/27/2018,68.06
6/28/2018,68.35
6/29/2018,68.29
7/2/2018,67.96
7/3/2018,68.54
7/5/2018,69.36
7/6/2018,69.38
7/9/2018,69.33
7/10/2018,69.65
7/11/2018,69.4
7/12/2018,69.84
7/13/2018,70.74
7/16/2018,70.49
7/17/2018,71.07
7/18/2018,70.32
7/19/2018,70.88
7/20/2018,71
7/23/2018,70.86
7/24/2018,70.23
7/25/2018,70.93
7/26/2018,71.74
7/27/2018,71.48
7/30/2018,66.67
7/31/2018,67.21
8/1/2018,67.07
8/2/2018,68.04
8/3/2018,68.57
8/6/2018,69.72
8/7/2018,69.55
8/8/2018,69.85
8/9/2018,70.03
8/10/2018,68.48
8/13/2018,72.75
8/14/2018,74.19
8/15/2018,74.89
8/16/2018,73.88
8/17/2018,74.83
8/20/2018,75.18
8/21/2018,74.37
8/22/2018,75.08
8/23/2018,75.21
8/24/2018,75.78
8/27/2018,74.54
8/28/2018,74.4
8/29/2018,74.18
8/30/2018,73.97
8/31/2018,74.82
9/4/2018,75.35
9/5/2018,75
9/6/2018,74.97
9/7/2018,74.7
9/10/2018,75.04
9/11/2018,74.95
9/12/2018,74.49
9/13/2018,73.6
9/14/2018,73.54
9/17/2018,73.49
9/18/2018,73.05
9/19/2018,72.92
9/20/2018,73.29
9/21/2018,72.97
9/24/2018,72.95
9/25/2018,73.06
9/26/2018,72.94
9/27/2018,72.83
9/28/2018,73.25
10/1/2018,73.03
10/2/2018,73.28
10/3/2018,72.61
10/4/2018,72.14
10/5/2018,72.03
10/8/2018,72.67
10/9/2018,71.8
10/10/2018,70.41
10/11/2018,68.49
10/12/2018,68.82
10/15/2018,68.96
10/16/2018,70.14
10/17/2018,70.38
10/18/2018,70.55
10/19/2018,71.1
10/22/2018,70.79
10/23/2018,71.5
10/24/2018,71.98
10/25/2018,71.71
10/26/2018,69.8
10/29/2018,70.32
10/30/2018,72.01
10/31/2018,71.33
11/1/2018,71.79
11/2/2018,71.29
11/5/2018,64.56
11/6/2018,64.45
11/7/2018,66.45
11/8/2018,66.56
11/9/2018,66.81
11/12/2018,67.37
11/13/2018,66.86
11/14/2018,66.47
11/15/2018,66.22
11/16/2018,66.39
11/19/2018,66.02
11/20/2018,65.09
11/21/2018,64.48
11/23/2018,64.9
11/26/2018,64.9
11/27/2018,65.32
11/28/2018,66.85
11/29/2018,67.54
11/30/2018,67.4
12/3/2018,67.04
12/4/2018,66.13
12/6/2018,65.94
12/7/2018,65.02
12/10/2018,64.9
12/11/2018,65.3
12/12/2018,65.55
12/13/2018,65.98
12/14/2018,65.45
12/17/2018,64.21
12/18/2018,64.02
12/19/2018,63.49
12/20/2018,61.82
12/21/2018,60.89
12/24/2018,59.95
12/26/2018,61.23
12/27/2018,62.05
12/28/2018,62.28
12/31/2018,62.66
1/2/2019,62.05
1/3/2019,61.37
1/4/2019,61.85
